country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,migration,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1979,0.067,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1980,0.098,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1981,-0.119,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1982,-0.186,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1983,-0.137,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1984,-0.151,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1985,-0.099,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1986,-0.175,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1987,-0.157,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1988,-0.078,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1989,-0.019,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1990,0.043,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1991,-0.2,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1992,-0.13,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1993,-0.139,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1994,-0.072,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1995,-0.161,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1996,-0.147,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1997,-0.121,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1998,-0.131,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",1999,-0.151,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2000,-0.01,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2001,0.019,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2002,0.033,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2003,-0.093,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2004,-0.029,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2005,-0.23,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2006,-0.18,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2007,-0.159,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2008,-0.184,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2009,-0.151,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2010,0.086,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2011,0.17,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2012,0.217,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2013,0.175,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2014,0.123,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2015,0.023,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2016,0.399,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2017,0.27,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2018,0.323,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2019,0.327,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2020,0.267,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2021,0.095,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2022,0.03,Total,,Number,,,,Total
Brazil,BR,BRA,76,"Net migration rate (per 1,000 population)",2023,0.028,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1950,-3.819,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1951,-3.699,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1952,-3.6,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1953,-3.522,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1954,-3.457,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1955,-3.409,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1956,-3.372,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1957,-3.343,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1958,-3.323,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1959,-3.319,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1960,-3.332,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1961,-3.357,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1962,-3.394,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1963,-3.458,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1964,-3.637,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1965,-3.867,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1966,-4.069,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1967,-4.17,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1968,-4.106,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1969,-3.918,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1970,-3.667,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1971,-3.413,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1972,-3.209,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1973,-3.09,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1974,-2.977,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1975,-2.868,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1976,-2.773,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1977,-2.7,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1978,-2.658,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1979,-2.641,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1980,-2.636,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1981,-2.629,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1982,-2.609,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1983,-2.542,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1984,-2.307,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1985,-1.956,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1986,-1.567,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1987,-1.213,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1988,-0.938,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1989,-0.661,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1990,-0.394,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1991,-0.163,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1992,0.001,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1993,0.085,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1994,0.136,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1995,0.173,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1996,0.204,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1997,0.239,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1998,0.283,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",1999,0.329,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2000,0.377,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2001,0.433,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2002,0.499,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2003,0.585,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2004,0.719,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2005,0.887,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2006,1.063,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2007,1.224,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2008,1.352,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2009,1.446,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2010,1.534,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2011,1.639,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2012,1.785,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2013,2.091,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2014,2.985,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2015,3.123,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2016,7.022,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2017,11.759,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2018,12.774,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2019,12.162,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2020,5.113,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2021,5.85,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2022,-3.404,Total,,Number,,,,Total
Chile,CL,CHL,152,"Net migration rate (per 1,000 population)",2023,-3.621,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1950,-2.994,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1951,-2.969,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1952,-3.198,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1953,-3.712,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1954,-3.544,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1955,-3.544,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1956,-3.536,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1957,-3.607,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1958,-4.312,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1959,-3.353,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1960,-3.124,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1961,-3.048,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1962,-3.094,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1963,-3.157,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1964,-3.138,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1965,-2.928,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1966,-3.251,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1967,-3.042,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1968,-3.174,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1969,-3.241,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1970,-3.155,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1971,-3.949,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1972,-3.544,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1973,-3.372,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1974,-3.524,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1975,-3.604,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1976,-4.095,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1977,-2.764,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1978,-2.711,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1979,-2.486,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1980,-1.88,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1981,-2.095,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1982,-1.708,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1983,-1.067,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1984,-1.216,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1985,-1.222,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1986,-1.611,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1987,-1.449,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1988,-1.032,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1989,-0.857,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1990,-0.529,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1991,-1.456,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1992,-0.883,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1993,-0.867,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1994,-0.454,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1995,-0.917,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1996,-0.768,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1997,-0.631,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1998,-0.662,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",1999,-0.799,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2000,-0.793,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2001,-0.693,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2002,-0.602,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2003,-0.804,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2004,-0.622,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2005,-0.979,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2006,-0.915,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2007,-1.144,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2008,-1.443,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2009,-1.058,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2010,-0.763,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2011,-1.021,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2012,-1.221,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2013,-1.398,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2014,-1.445,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2015,-0.871,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2016,1.681,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2017,8.633,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2018,10.083,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2019,7.918,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2020,4.515,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2021,4.123,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2022,-3.232,Total,,Number,,,,Total
Colombia,CO,COL,170,"Net migration rate (per 1,000 population)",2023,-3.355,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1950,0.125,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1951,0.028,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1952,-0.06,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1953,-0.148,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1954,-0.226,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1955,-0.291,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1956,-0.339,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1957,-0.367,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1958,-0.374,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1959,-0.378,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1960,-0.377,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1961,-0.373,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1962,-0.367,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1963,-0.353,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1964,-0.318,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1965,-0.273,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1966,-0.228,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1967,-0.197,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1968,-0.188,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1969,-0.183,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1970,-0.177,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1971,-0.172,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1972,-0.168,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1973,-0.164,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1974,-0.165,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1975,-0.17,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1976,-0.176,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1977,-0.185,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1978,-0.196,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1979,-0.222,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1980,-0.256,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1981,-0.289,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1982,-0.315,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1983,-0.328,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1984,-0.335,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1985,-0.34,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1986,-0.344,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1987,-0.484,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1988,-0.832,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1989,-1.112,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1990,-1.449,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1991,-1.999,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1992,-3.176,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1993,-3.751,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1994,-3.905,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1995,-3.899,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1996,-3.903,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1997,-3.934,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1998,-3.926,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",1999,-3.734,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2000,-3.313,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2001,-2.719,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2002,-2.147,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2003,-1.698,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2004,-1.545,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2005,-1.22,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2006,-0.9,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2007,-0.675,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2008,-0.605,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2009,-0.575,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2010,-0.555,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2011,-0.534,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2012,-0.506,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2013,-0.391,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2014,0.143,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2015,0.911,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2016,1.648,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2017,2.961,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2018,9.055,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2019,4.149,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2020,2.043,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2021,2.019,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2022,-1.122,Total,,Number,,,,Total
Ecuador,EC,ECU,218,"Net migration rate (per 1,000 population)",2023,-1.183,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1950,0,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1951,0.459,Total,,Number,,,,Total
